Model,Bio_term,Title,Link,Citations,Year
random forest,environmental biology,A machine learning based approach for prediction and interpretation of soil properties from soil spectral data,http://www.jeb.co.in/journal_issues/202401_jan24/paper_15.pdf,NA,2024
random forest,environmental biology,"Fragmentation, forest structure, and topography modulate impacts of drought in a tropical forest landscape",https://esajournals.onlinelibrary.wiley.com/doi/abs/10.1002/ecy.2677,50,2019
random forest,environmental biology,"Detection of oil pollution impacts on vegetation using multifrequency SAR, multispectral images with fuzzy forest and random forest methods",https://www.sciencedirect.com/science/article/pii/S0269749119316604,71,2020
random forest,environmental biology,Assessment of climate change impact on aquatic ecology health indices in Han river basin using SWAT and random forest,https://jkwra.or.kr/articles/xml/DRRK/,13,2018
random forest,environmental biology,"Same habitat, different species: otolith microchemistry relationships between migratory and resident species support interspecific natal source classification",https://link.springer.com/article/10.1007/s10641-018-0756-9,11,2018
random forest,environmental biology,A novel random forest approach to revealing interactions and controls on chlorophyll concentration and bacterial communities during coastal phytoplankton …,https://www.nature.com/articles/s41598-021-98110-9,12,2021
random forest,environmental biology,Gill microbiomes accurately predict the geographic origin of bonefish (Albula vulpes) when combined with machine learning models,https://link.springer.com/article/10.1007/s10641-023-01462-6,1,2023
random forest,environmental biology,Multi-index ecoacoustics analysis for terrestrial soundscapes: a new semi-automated approach using time-series motif discovery and random forest …,https://www.frontiersin.org/articles/10.3389/fevo.2021.738537/full,12,2021
random forest,environmental biology,Detecting significant components of microbiomes by random forest with forward variable selection and phylogenetics,https://www.academia.edu/download/88049393/2020.10.29.361360.full.pdf,NA,NA
random forest,environmental biology,"Sustainable geotechnics—Theory, practice, and applications",https://www.mdpi.com/2071-1050/13/9/5286,9,2021
random forest,environmental biology,THE IMPACTS OF CLIMATE CHANGE ON THE DISTRIBUTION OF PELTEOBAGRUS FULVIDRACO BY RANDOM FOREST MODEL,NA,3,2019
random forest,environmental biology,Integrating multiple texture methods and NDVI to the Random Forest classification algorithm to detect tea and hazelnut plantation areas in northeast Turkey,https://www.tandfonline.com/doi/abs/10.1080/01431161.2014.995276,120,2015
random forest,environmental biology,"Movement patterns of forest elephants (Loxodonta cyclotis Matschie, 1900) in the Odzala‐Kokoua National Park, Republic of Congo",https://onlinelibrary.wiley.com/doi/abs/10.1111/aje.12695,11,2020
random forest,environmental biology,A Study on Predicting TDI (Trophic Diatom Index) in tributaries of Han river basin using Correlation-based Feature Selection technique and Random Forest algorithm,https://koreascience.kr/article/JAKO201932365650175.page,3,2019
random forest,environmental biology,The relationship between niche breadth and range size of beech (Fagus) species worldwide,https://onlinelibrary.wiley.com/doi/abs/10.1111/jbi.14074,29,2021
random forest,environmental biology,Application-specific clustering in wireless sensor networks using combined fuzzy firefly algorithm and random forest,https://www.sciencedirect.com/science/article/pii/S0957417422014804,44,2022
random forest,environmental biology,"Climate regulation processes are linked to the functional composition of plant communities in European forests, shrublands, and grasslands",https://onlinelibrary.wiley.com/doi/abs/10.1111/gcb.17189,1,2024
random forest,environmental biology,"Landscape-scale factors affecting the prevalence of Escherichia coli in surface soil include land cover type, edge interactions, and soil pH",https://journals.asm.org/doi/abs/10.1128/AEM.02714-17,33,2018
random forest,environmental biology,… significant factors and optimal sites for commercial salmon farming in northern Norway. An integrated GIS and machine learning approach using random forest.,https://munin.uit.no/handle/10037/26562,NA,2022
support vector machine,environmental biology,Optimized bio-inspired kernels with twin support vector machine using low identity sequences to solve imbalance multiclass classification,https://www.academia.edu/download/86043197/paper_19.pdf,4,2019
support vector machine,environmental biology,River discharge prediction using artificial neural network and support vector machine,https://go.gale.com/ps/i.do?id=GALE%7CA376207012&sid=googleScholar&v=2.1&it=r&linkaccess=abs&issn=19950756&p=AONE&sw=w,2,2014
support vector machine,environmental biology,Water level elevation variations modeling using support vector machine and neural network,https://go.gale.com/ps/i.do?id=GALE%7CA417895487&sid=googleScholar&v=2.1&it=r&linkaccess=abs&issn=19950756&p=AONE&sw=w,1,2014
support vector machine,environmental biology,Classification of Convolvulaceae plants using Vis-NIR spectroscopy and machine learning,https://koreascience.kr/article/JAKO202119260740736.page,NA,2021
support vector machine,environmental biology,Support vector machine-based prediction for oral cancer using four snps in DNA repair genes,https://www.academia.edu/download/73815146/Support_Vector_Machine-based_Prediction_20211029-9132-zrsz42.pdf,37,2010
support vector machine,environmental biology,Daily discharge forecasting using support vector machine,http://ijiee.org/papers/204-E10051.pdf,4,2012
support vector machine,environmental biology,Using Audiometric Data to Weigh and Prioritize Factors that Affect Workers' Hearing Loss through Support Vector Machine (SVM) Algorithm.,https://www.academia.edu/download/86575797/pdf.pdf,6,2020
support vector machine,environmental biology,A MACHINE LEARNING MODEL FOR BREAST CANCER DETECTION USING SUPPORT VECTOR MACHINE,https://www.researchgate.net/profile/Imran-Qureshi-20/publication/378157924_A_MACHINE_LEARNING_MODEL_FOR_BREAST_CANCER_DETECTION_USING_SUPPORT_VECTOR_MACHINE/links/65cb41f334bbff5ba70c5186/A-MACHINE-LEARNING-MODEL-FOR-BREAST-CANCER-DETECTION-USING-SUPPORT-VECTOR-MACHINE.pdf,1,2022
support vector machine,environmental biology,Comparison of Support Vector Machines (SVM) and Autoregressive integrated moving average (ARIMA) in daily flow forecasting,https://scholar.archive.org/work/xv3abt3mpzcx5nhoygvtkjajea/access/wayback/http://www.scijour.com/page/download-AOM100K2V8k.artdl,15,2013
support vector machine,environmental biology,Anticancer peptides investigation in silico using TRAINER tool,https://go.gale.com/ps/i.do?id=GALE%7CA417737772&sid=googleScholar&v=2.1&it=r&linkaccess=abs&issn=19950756&p=AONE&sw=w,NA,2015
support vector machine,environmental biology,Marshall stability of asphalt prediction using artificial neural networks and support vector machines,https://go.gale.com/ps/i.do?id=GALE%7CA375184607&sid=googleScholar&v=2.1&it=r&linkaccess=abs&issn=19950756&p=AONE&sw=w,1,2014
support vector machine,environmental biology,Comparison of support vector machines SVM and statistica in daily flow forecasting,http://www.lifesciencesite.com/lsj/life1001/142_15420life1001_914_919.pdf,2,2013
support vector machine,environmental biology,Forest mapping in Peninsular Malaysia using Random Forest and Support Vector Machine Classifiers on Google Earth Engine,https://www.researchgate.net/profile/Farah_Nuralissa/publication/373539645_Forest_mapping_in_Peninsular_Malaysia_using_Random_Forest_and_Support_Vector_Machine_Classifiers_on_Google_Earth_Engine/links/652f7b567d0cf66a673a7efe/Forest-mapping-in-Peninsular-Malaysia-using-Random-Forest-and-Support-Vector-Machine-Classifiers-on-Google-Earth-Engine.pdf,NA,2023
support vector machine,environmental biology,"Classification of Paddy Growth Age Detection Through Aerial Photograph Drone Devices Using Support Vector Machine And Histogram Methods, Case Study Of …",https://papers.ssrn.com/sol3/papers.cfm?abstract_id=3453578,7,2019
support vector machine,environmental biology,Evaluation of water quality of Baiyun Lake based on support vector machine,NA,NA,2014
support vector machine,environmental biology,Frequency Analysis of Spe Diagnosis,http://www.aensiweb.net/AENSIWEB/aeb/aeb/2016/October/139-144.pdf,NA,2016
support vector machine,environmental biology,Utilizing Support Vector Machine Algorithm and Feature Reduction for Accurate Breast Cancer Detection An Exploration of Normalization and Hyperparameter Tuning …,https://www.researchsquare.com/article/rs-3531811/latest,NA,2023
support vector machine,environmental biology,Frequency analysis of speech datasets for speech diagnosis,https://go.gale.com/ps/i.do?id=GALE%7CA486164717&sid=googleScholar&v=2.1&it=r&linkaccess=abs&issn=19950756&p=AONE&sw=w,NA,2016
support vector machine,environmental biology,A two-stage feature selection method for gene expression data,https://www.liebertpub.com/doi/abs/10.1089/omi.2008.0083,42,2009
support vector machine,environmental biology,Sentiment analysis of customer feedback and reviews for airline services using language representation model,https://www.sciencedirect.com/science/article/pii/S1877050923002211,31,2023
random forest,evolution,A practical introduction to Random Forest for genetic association studies in ecology and evolution,https://onlinelibrary.wiley.com/doi/abs/10.1111/1755-0998.12773,116,2018
random forest,evolution,Evolving Differential evolution method with random forest for prediction of Air Pollution,https://www.sciencedirect.com/science/article/pii/S1877050918308263,82,2018
random forest,evolution,Integration of Random Forest with population‐based outlier analyses provides insight on the genomic basis and evolution of run timing in Chinook salmon …,https://onlinelibrary.wiley.com/doi/abs/10.1111/mec.13211,104,2015
random forest,evolution,Multi-objective differential evolution based random forest for e-health applications,https://www.worldscientific.com/doi/abs/10.1142/S0217984919500222,85,2019
random forest,evolution,Human activity recognition based on evolution of features selection and random Forest,https://ieeexplore.ieee.org/abstract/document/8913868/,45,2019
random forest,evolution,Feature selection and instance selection from clinical datasets using co-operative co-evolution and classification using random forest,https://www.tandfonline.com/doi/abs/10.1080/03772063.2020.1713917,59,2022
random forest,evolution,A hybrid classification method for Twitter spam detection based on differential evolution and random forest,https://onlinelibrary.wiley.com/doi/abs/10.1002/cpe.6381,36,2021
random forest,evolution,MOE/RF: a novel phishing detection model based on revised multiobjective evolution optimization algorithm and random forest,https://ieeexplore.ieee.org/abstract/document/9744099/,11,2022
random forest,evolution,"Use of vegetation change tracker, spatial analysis, and random forest regression to assess the evolution of plantation stand age in Southeast China",https://link.springer.com/article/10.1007/s13595-020-0924-x/,29,2020
random forest,evolution,"Coupling Random Forest, Allometric Scaling, and Cellular Automata to Predict the Evolution of LULC under Various Shared Socioeconomic Pathways",https://www.mdpi.com/2072-4292/15/8/2142,2,2023
random forest,evolution,Provenance and tectonic evolution of bauxite deposits in the Tethys: Perspective from random forest and logistic regression analyses,https://agupubs.onlinelibrary.wiley.com/doi/abs/10.1029/2022GC010745,1,2023
random forest,evolution,Differential evolution strategies with random forest regression in the bat algorithm,https://dl.acm.org/doi/abs/10.1145/2464576.2482757,20,2013
random forest,evolution,A novel framework for drug synergy prediction using differential evolution based multinomial random forest,https://pdfs.semanticscholar.org/80c3/8bf6526677b1473374cf25d7aad8a16c1c62.pdf,8,2019
random forest,evolution,Multimodal data analysis of Alzheimer's disease based on clustering evolutionary random forest,https://ieeexplore.ieee.org/abstract/document/8993767/,105,2020
random forest,evolution,Random Forest Assisted Differential Evolution for Multi-server Congested p-median Problem,https://ieeexplore.ieee.org/abstract/document/10356471/,1,2023
random forest,evolution,Deciphering the Routes of invasion of Drosophila suzukii by Means of ABC Random Forest,https://academic.oup.com/mbe/article-abstract/34/4/980/2953204,170,2017
random forest,evolution,Random forest solar power forecast based on classification optimization,https://www.sciencedirect.com/science/article/pii/S036054421931624X,129,2019
random forest,evolution,Surrogate-assisted evolutionary deep learning using an end-to-end random forest-based performance predictor,https://ieeexplore.ieee.org/abstract/document/8744404/,239,2019
random forest,evolution,Intrusion detection system using PCA with random forest approach,https://ieeexplore.ieee.org/abstract/document/9155656/,97,2020
random forest,evolution,The importance of economic variables on London real estate market: A random forest approach,https://www.mdpi.com/2227-9091/8/4/112,49,2020
support vector machine,evolution,Evolution of support vector machine and regression modeling in chemoinformatics and drug discovery,https://link.springer.com/article/10.1007/s10822-022-00442-9,73,2022
support vector machine,evolution,Predicting rainfall-induced soil erosion based on a hybridization of adaptive differential evolution and support vector machine classification,https://www.hindawi.com/journals/mpe/2021/6647829/,42,2021
support vector machine,evolution,The genetic evolution of kernels for support vector machine classifiers,https://datamining.cs.universityofgalway.ie/images/qrsml/aics2004-paper.pdf,29,2004
support vector machine,evolution,Differential evolution-based parameters optimisation and feature selection for support vector machine,https://www.inderscienceonline.com/doi/abs/10.1504/IJCSE.2016.080212,27,2016
support vector machine,evolution,Associated evolution of a support vector machine-based classifier for pedestrian detection,https://www.sciencedirect.com/science/article/pii/S0020025508004349,46,2009
support vector machine,evolution,Tool condition monitoring system based on support vector machine and differential evolution optimization,https://journals.sagepub.com/doi/abs/10.1177/0954405415619871,19,2017
support vector machine,evolution,Disaster prediction model based on support vector machine for regression and improved differential evolution,https://link.springer.com/article/10.1007/s11069-016-2613-5,23,2017
support vector machine,evolution,China's coal consumption forecasting using adaptive differential evolution algorithm and support vector machine,https://www.sciencedirect.com/science/article/pii/S0301420721002981,29,2021
support vector machine,evolution,Tuning and evolution of support vector kernels,https://link.springer.com/article/10.1007/s12065-012-0073-8,70,2012
support vector machine,evolution,Differential evolution based parameters selection for support vector machine,https://ieeexplore.ieee.org/abstract/document/6746403/,13,2013
support vector machine,evolution,Automatic change detection in high-resolution remote-sensing images by means of level set evolution and support vector machine classification,https://www.tandfonline.com/doi/abs/10.1080/01431161.2014.951740,52,2014
support vector machine,evolution,A two-step method for damage identification in moment frame connections using support vector machine and differential evolution algorithm,https://www.sciencedirect.com/science/article/pii/S1568494619307902,30,2020
support vector machine,evolution,Hyperparameter optimization of support vector machine using adaptive differential evolution for electricity load forecasting,https://www.sciencedirect.com/science/article/pii/S2352484722019126,12,2022
support vector machine,evolution,Detecting malware evolution using support vector machines,https://www.sciencedirect.com/science/article/pii/S0957417419307390,84,2020
support vector machine,evolution,Forecasting of power grid investment in China based on support vector machine optimized by differential evolution algorithm and grey wolf optimization …,https://www.mdpi.com/2076-3417/8/4/636,43,2018
support vector machine,evolution,Cooperative evolution of support vector machine empowered knowledge-based radio resource management for 5G C-RAN,https://www.sciencedirect.com/science/article/pii/S1570870522001354,10,2022
support vector machine,evolution,Multi-class support vector machine optimized by inter-cluster distance and self-adaptive deferential evolution,https://www.sciencedirect.com/science/article/pii/S0096300311013099,34,2012
support vector machine,evolution,Improving classification performance of support vector machine by genetically optimising kernel shape and hyper-parameters,https://link.springer.com/article/10.1007/s10489-010-0260-1,112,2012
support vector machine,evolution,Support vector machines with the known feature-evolution priors,https://www.sciencedirect.com/science/article/pii/S0950705121003117,13,2021
support vector machine,evolution,The genetic kernel support vector machine: Description and evaluation,https://link.springer.com/article/10.1007/s10462-005-9009-3,232,2005
gradient boosted trees,evolution,Leaves on trees: identifying halo stars with extreme gradient boosted trees,https://www.aanda.org/articles/aa/abs/2019/01/aa32303-17/aa32303-17.html,7,2019
gradient boosted trees,evolution,Modeling Tick Populations: An Ecological Test Case for Gradient Boosted Trees,https://peercommunityjournal.org/item/10_24072_pcjournal_353/,NA,2023
gradient boosted trees,evolution,Gradient boosting decision trees classification of blazars of uncertain type in the fourth Fermi-LAT catalogue,https://academic.oup.com/mnras/article-abstract/519/2/3000/6939841,10,2023
gradient boosted trees,evolution,Comparison of Decision Tree Classification Methods and Gradient Boosted Trees,https://www.ceeol.com/search/article-detail?id=1026108,1,2022
gradient boosted trees,evolution,Gradient boosted decision trees reveal nuances of auditory discrimination behavior,https://journals.plos.org/ploscompbiol/article?id=10.1371/journal.pcbi.1011985,NA,2024
gradient boosted trees,evolution,A novel combination of gradient boosted tree and optimized ANN models for forecasting ground vibration due to quarry blasting,https://link.springer.com/article/10.1007/s11053-021-09899-1,17,2021
gradient boosted trees,evolution,"Deep neural networks, gradient-boosted trees, random forests: Statistical arbitrage on the S&P 500",https://www.sciencedirect.com/science/article/pii/S0377221716308657,638,2017
gradient boosted trees,evolution,Comparative study of multilayer perceptron-stochastic gradient descent and gradient boosted trees for predicting daily suspended sediment load: The case study of …,https://www.sciencedirect.com/science/article/pii/S1001627920300986,41,2021
gradient boosted trees,evolution,XGBoost With python: Gradient boosted trees with XGBoost and scikit-learn,https://books.google.com/books?hl=en&lr=&id=HgmqDwAAQBAJ&oi=fnd&pg=PP1&dq=%22gradient+boosted+trees%22+%22evolution%22&ots=nNeGh4OaNA&sig=T3ieP9jzEbAZPsmyhT_N_zaxwg0,142,2016
gradient boosted trees,evolution,Euclid: Identifying the reddest high-redshift galaxies in the Euclid Deep Fields with gradient-boosted trees,https://arxiv.org/abs/2402.04800,NA,2024
gradient boosted trees,evolution,Sammon mapping-based gradient boosted trees for tax crime prediction in the city of São Paulo,https://link.springer.com/chapter/10.1007/978-3-030-75418-1_14,3,2020
gradient boosted trees,evolution,Application of gradient boosted trees to gender prediction based on motivations of masters athletes,https://content.iospress.com/articles/model-assisted-statistics-and-applications/mas438,8,2018
gradient boosted trees,evolution,Gradient Boosted Trees Based Mode Selection Decision for Moving D2D-Enabled Heterogeneous Ultra-Dense Networks,https://ieeexplore.ieee.org/abstract/document/9024605/,1,2019
gradient boosted trees,evolution,Optimization of amplifier circuits by using gradient boosted trees and probability annealing policy,https://jics.org.br/ojs/index.php/JICS/article/view/184,NA,2020
gradient boosted trees,evolution,A novel soft computing method for engine RUL prediction,https://link.springer.com/article/10.1007/s11042-017-5204-x,58,2019
gradient boosted trees,evolution,Differential Equation Approximation Using Gradient-Boosted Quantile Regression,https://arc.aiaa.org/doi/abs/10.2514/6.2024-0107,NA,2024
gradient boosted trees,evolution,Gradient Boosted Trees on Transcriptomics: Diagnosis of Acute Myeloid Leukaemia,https://pergamos.lib.uoa.gr/uoa/dl/object/2963114/file.pdf,NA,NA
gradient boosted trees,evolution,Intrusion detection system using gradient boosted trees for VANETs,NA,6,2017
gradient boosted trees,evolution,Mapping tree species of forests in southwest France using Sentinel-2 image time series,https://ieeexplore.ieee.org/abstract/document/8035215/,48,2017
gradient boosted trees,evolution,Convexity-Concavity Indicators and Automated Trading Strategies Based on Gradient Boosted Classification Trees Models,https://core.ac.uk/download/pdf/236294753.pdf,NA,2016
support vector machine,genetics,A support vector machine approach for detecting gene‐gene interaction,https://onlinelibrary.wiley.com/doi/abs/10.1002/gepi.20272,129,2008
support vector machine,genetics,A genetic algorithm–support vector machine method with parameter optimization for selecting the tag SNPs,https://www.sciencedirect.com/science/article/pii/S1532046412001852,73,2013
support vector machine,genetics,A robust hybrid between genetic algorithm and support vector machine for extracting an optimal feature gene subset,https://www.sciencedirect.com/science/article/pii/S088875430400271X,167,2005
support vector machine,genetics,Identification of type 2 diabetes-associated combination of SNPs using support vector machine,https://link.springer.com/article/10.1186/1471-2156-11-26,131,2010
support vector machine,genetics,Application of support vector machine and genetic algorithm for improved blood cell recognition,https://ieeexplore.ieee.org/abstract/document/4671087/,142,2008
support vector machine,genetics,Identifying genetic biomarkers associated to Alzheimer's disease using Support Vector Machine,https://ieeexplore.ieee.org/abstract/document/7836087/,14,2016
support vector machine,genetics,Application of genetic algorithm-based support vector machine in identification of gene expression signatures for psoriasis classification: a hybrid model,https://www.hindawi.com/journals/bmri/2021/5520710/,18,2021
support vector machine,genetics,Statistical neural networks and support vector machine for the classification of genetic mutations in ovarian cancer,https://ieeexplore.ieee.org/abstract/document/1393946/,24,2004
support vector machine,genetics,Hybrid method based on information gain and support vector machine for gene selection in cancer classification,https://academic.oup.com/gpb/article-abstract/15/6/389/7224974,125,2017
support vector machine,genetics,Prediction of treatment failure of tuberculosis using support vector machine with genetic algorithm,https://journals.lww.com/ijmy/fulltext/2021/10030/Prediction_of_Treatment_Failure_of_Tuberculosis.9.aspx,13,2021
support vector machine,genetics,Support vector machine regression for the prediction of maize hybrid performance,https://link.springer.com/article/10.1007/s00122-007-0627-9,80,2007
support vector machine,genetics,A gene signature for breast cancer prognosis using support vector machine,https://ieeexplore.ieee.org/abstract/document/6513032/,106,2012
support vector machine,genetics,Support vector machine classification of microarray gene expression data,https://noble.gs.washington.edu/papers/brown_knowledge_tr.pdf,184,1999
support vector machine,genetics,Identifying rare-variant associations in parent-child trios using a Gaussian support vector machine,https://link.springer.com/article/10.1186/1753-6561-8-S1-S98,12,2014
support vector machine,genetics,Optimizing support vector machine parameters with genetic algorithm for credit risk assessment,https://iopscience.iop.org/article/10.1088/1742-6596/930/1/012026/meta,16,2017
support vector machine,genetics,A combined parallel genetic algorithm and support vector machine model for breast cancer detection,https://content.iospress.com/articles/journal-of-computational-methods-in-sciences-and-engineering/jcm690,12,2016
support vector machine,genetics,Active learning with support vector machine applied to gene expression data for cancer classification,https://pubs.acs.org/doi/abs/10.1021/ci049810a,263,2004
support vector machine,genetics,Prediction of opioid dose in cancer pain patients using genetic profiling: not yet an option with support vector machine learning,https://link.springer.com/article/10.1186/s13104-018-3194-z,20,2018
support vector machine,genetics,Parameters selection in gene selection using Gaussian kernel support vector machines by genetic algorithm,https://link.springer.com/article/10.1007/BF02888487,54,2005
support vector machine,genetics,Implementation of artificial intelligence and support vector machine learning to estimate the drilling fluid density in high-pressure high-temperature wells,https://www.sciencedirect.com/science/article/pii/S2352484721004571,22,2021
gradient boosted trees,genetics,Polygenic risk prediction using gradient boosted trees captures non-linear genetic effects and allele interactions in complex phenotypes,https://www.medrxiv.org/content/10.1101/2021.07.09.21260288.abstract,1,2021
gradient boosted trees,genetics,Inferring gene regulatory networks of metabolic enzymes using gradient boosted trees,https://ieeexplore.ieee.org/abstract/document/8781833/,7,2019
gradient boosted trees,genetics,Prediction of maize phenotypic traits with genomic and environmental predictors using gradient boosting frameworks,https://www.frontiersin.org/journals/plant-science/articles/10.3389/fpls.2021.699589,29,2021
gradient boosted trees,genetics,Application of gradient boosted trees to gender prediction based on motivations of masters athletes,https://content.iospress.com/articles/model-assisted-statistics-and-applications/mas438,8,2018
gradient boosted trees,genetics,Comparison of machine learning classifiers to predict patient survival and genetics of GBM: Towards a standardized model for clinical implementation,https://arxiv.org/abs/2102.06526,6,2021
gradient boosted trees,genetics,Gradient boosted decision trees reveal nuances of auditory discrimination behavior,https://journals.plos.org/ploscompbiol/article?id=10.1371/journal.pcbi.1011985,NA,2024
gradient boosted trees,genetics,Accurate prediction of functional effects for variants by combining gradient tree boosting with optimal neighborhood properties,https://journals.plos.org/plosone/article?id=10.1371/journal.pone.0179314,46,2017
gradient boosted trees,genetics,Gradient Boosted Trees on Transcriptomics: Diagnosis of Acute Myeloid Leukaemia,https://pergamos.lib.uoa.gr/uoa/dl/object/2963114/file.pdf,NA,NA
gradient boosted trees,genetics,Regularized linear and gradient boosted ensemble methods to predict athletes' gender based on a survey of masters athletes,https://content.iospress.com/articles/model-assisted-statistics-and-applications/mas180454,9,2019
gradient boosted trees,genetics,Genomic basis of seed colour in quinoa inferred from variant patterns using extreme gradient boosting,https://onlinelibrary.wiley.com/doi/abs/10.1111/pbi.14267,NA,2024
gradient boosted trees,genetics,Genetic models to predict the development of colorectal cancer.,https://ir.canterbury.ac.nz/bitstream/10092/102763/1/Ainsworth%2C%20Rachel_final%20Master%27s%20Thesis.pdf,NA,2021
gradient boosted trees,genetics,Predicting Slaughter Weight in Pigs with Regression Tree Ensembles.,https://books.google.com/books?hl=en&lr=&id=E7WIDwAAQBAJ&oi=fnd&pg=PA1&dq=%22gradient+boosted+trees%22+%22genetics%22&ots=e_zVDlRWZZ&sig=_hA_CuE9uafqaTR4YuF-2cbWWt8,12,2018
gradient boosted trees,genetics,A Supervised Co-complex Probability Weighting of Yeast Composite Protein Networks using Gradient-boosted Trees for Protein Complex Detection,https://www.atlantis-press.com/proceedings/wctp-23/125998954,NA,2024
gradient boosted trees,genetics,"Machine learning in schizophrenia genomics, a case‐control study using 5,090 exomes",https://onlinelibrary.wiley.com/doi/abs/10.1002/ajmg.b.32638,38,2019
gradient boosted trees,genetics,Machine learning for the biochemical genetics laboratory,https://academic.oup.com/clinchem/article-abstract/66/9/1134/5891797,7,2020
gradient boosted trees,genetics,Predicting hospital and emergency department utilization among community-dwelling older adults: Statistical and machine learning approaches,https://journals.plos.org/plosone/article?id=10.1371/journal.pone.0206662,18,2018
gradient boosted trees,genetics,Comparative performances of machine learning methods for classifying Crohn Disease patients using genome-wide genotyping data,https://www.nature.com/articles/s41598-019-46649-z,90,2019
gradient boosted trees,genetics,Comparing feature selection and machine learning approaches for predicting CYP2D6 methylation from genetic variation,https://www.frontiersin.org/articles/10.3389/fninf.2023.1244336/full,NA,2024
gradient boosted trees,genetics,Non-linear machine learning models incorporating SNPs and PRS improve polygenic prediction in diverse human populations,https://www.nature.com/articles/s42003-022-03812-z,30,2022
gradient boosted trees,genetics,Machine Learning Predicts Accurately Mycobacterium tuberculosis Drug Resistance From Whole Genome Sequencing Data,https://www.frontiersin.org/articles/10.3389/fgene.2019.00922/full,60,2019
random forest,genetics,A practical introduction to Random Forest for genetic association studies in ecology and evolution,https://onlinelibrary.wiley.com/doi/abs/10.1111/1755-0998.12773,116,2018
random forest,genetics,Applications of random forest feature selection for fine‐scale genetic population assignment,https://onlinelibrary.wiley.com/doi/abs/10.1111/eva.12524,127,2018
random forest,genetics,Random forest for bioinformatics,https://link.springer.com/chapter/10.1007/978-1-4419-9326-7_11,857,2012
random forest,genetics,A random forest approach to capture genetic effects in the presence of population structure,https://www.nature.com/articles/ncomms8432,100,2015
random forest,genetics,"Prediction of the metabolic syndrome status based on dietary and genetic parameters, using Random Forest",https://link.springer.com/article/10.1007/s12263-008-0097-y,93,2008
random forest,genetics,Random forest algorithm in imbalance genomics classification,https://onlinelibrary.wiley.com/doi/abs/10.1002/9781119785620.ch7,23,2021
random forest,genetics,Performance of random forest when SNPs are in linkage disequilibrium,https://link.springer.com/article/10.1186/1471-2105-10-78,114,2009
random forest,genetics,Random forest assessment of correlation between environmental factors and genetic differentiation of populations: Case of marine mussels Mytilus,https://www.sciencedirect.com/science/article/pii/S0078323418300927,39,2019
random forest,genetics,"Random forest Gini importance favours SNPs with large minor allele frequency: impact, sources and recommendations",https://academic.oup.com/bib/article-abstract/13/3/292/245896,148,2012
random forest,genetics,An optimum random forest model for prediction of genetic susceptibility to complex diseases,https://link.springer.com/chapter/10.1007/978-3-540-71701-0_21,12,2007
random forest,genetics,Evaluation of random forest regression for prediction of breeding value from genomewide SNPs,https://link.springer.com/article/10.1007/s12041-015-0501-5,16,2015
random forest,genetics,Using recursive feature elimination in random forest to account for correlated variables in high dimensional data,https://link.springer.com/article/10.1186/s12863-018-0633-8,371,2018
random forest,genetics,Gene selection and classification of microarray data using random forest,https://link.springer.com/article/10.1186/1471-2105-7-3,3498,2006
random forest,genetics,Predicting Adaptive Phenotypes From Multilocus Genotypes in Sitka Spruce (Picea sitchensis) Using Random Forest,https://academic.oup.com/g3journal/article-abstract/2/9/1085/6026089,91,2012
random forest,genetics,EM-random forest and new measures of variable importance for multi-locus quantitative trait linkage analysis,https://academic.oup.com/bioinformatics/article-abstract/24/14/1603/181817,19,2008
random forest,genetics,Detecting gene-gene interactions using a permutation-based random forest method,https://link.springer.com/article/10.1186/s13040-016-0093-5,73,2016
random forest,genetics,Identifying SNPs predictive of phenotype using random forests,https://onlinelibrary.wiley.com/doi/abs/10.1002/gepi.20041,454,2005
random forest,genetics,Screening large-scale association study data: exploiting interactions using random forests,https://link.springer.com/article/10.1186/1471-2156-5-32,579,2004
random forest,genetics,Mapping complex traits using Random Forests,https://link.springer.com/article/10.1186/1471-2156-4-S1-S64,80,2003
random forest,genetics,Machine learning random forest for predicting oncosomatic variant NGS analysis,https://www.nature.com/articles/s41598-021-01253-y,37,2021
gradient boosted trees,genomics,Inferring gene regulatory networks of metabolic enzymes using gradient boosted trees,https://ieeexplore.ieee.org/abstract/document/8781833/,7,2019
gradient boosted trees,genomics,Polygenic risk prediction using gradient boosted trees captures non-linear genetic effects and allele interactions in complex phenotypes,https://www.medrxiv.org/content/10.1101/2021.07.09.21260288.abstract,1,2021
gradient boosted trees,genomics,Prediction of maize phenotypic traits with genomic and environmental predictors using gradient boosting frameworks,https://www.frontiersin.org/journals/plant-science/articles/10.3389/fpls.2021.699589,29,2021
gradient boosted trees,genomics,Gradient Boosted Trees on Transcriptomics: Diagnosis of Acute Myeloid Leukaemia,https://pergamos.lib.uoa.gr/uoa/dl/object/2963114/file.pdf,NA,NA
gradient boosted trees,genomics,Genomic basis of seed colour in quinoa inferred from variant patterns using extreme gradient boosting,https://onlinelibrary.wiley.com/doi/abs/10.1111/pbi.14267,NA,2024
gradient boosted trees,genomics,Accurate prediction of functional effects for variants by combining gradient tree boosting with optimal neighborhood properties,https://journals.plos.org/plosone/article?id=10.1371/journal.pone.0179314,46,2017
gradient boosted trees,genomics,"Machine learning in schizophrenia genomics, a case‐control study using 5,090 exomes",https://onlinelibrary.wiley.com/doi/abs/10.1002/ajmg.b.32638,38,2019
