"Model","Bio_term","Title","Link","Citations","Year"
"ordinary least squares","phylogenetics","Unifying approaches from statistical genetics and phylogenetics for mapping phenotypes in structured populations","https://www.biorxiv.org/content/10.1101/2024.02.10.579721.abstract",1,2024
"ordinary least squares","phylogenetics","Low scaling of a life history variable: analysing eutherian gestation periods with and without phylogeny-informed statistics","https://link.springer.com/article/10.1016/j.mambio.2013.01.002",63,2014
"ordinary least squares","phylogenetics","Modelling habitat distributions for multiple species using phylogenetics","https://nsojournals.onlinelibrary.wiley.com/doi/abs/10.1111/ecog.02423",3,2017
"ordinary least squares","phylogenetics","Statistical approaches to the problem of phylogenetically correlated data","https://www.researchgate.net/profile/Marc-Lajeunesse/publication/306318515_Statistical_approaches_to_the_problem_of_phylogenetically_correlated_data/links/57b99c9d08aec9984ff60349/Statistical-approaches-to-the-problem-of-phylogenetically-correlated-data.pdf",13,2015
"ordinary least squares","phylogenetics","Robustness of phylogenetic inference based on minimum evolution","https://link.springer.com/article/10.1007/s11538-010-9510-y",22,2010
"ordinary least squares","phylogenetics","Reliable phylogenetic regressions for multivariate comparative data: illustration with the MANOVA and application to the effect of diet on mandible morphology in …","https://academic.oup.com/sysbio/article-abstract/69/5/927/5736566",55,2020
"ordinary least squares","genomics","A comparison of regression methods based on dimensional reduction for genomic prediction.","https://www.alice.cnptia.embrapa.br/alice/handle/doc/1139234","",2021
"ordinary least squares","genomics","Structured Ordinary Least Squares: A Sufficient Dimension Reduction approach for regressions with partitioned predictors and heterogeneous units","https://onlinelibrary.wiley.com/doi/abs/10.1111/biom.12579",12,2017
"ordinary least squares","genomics","Regularization methods for high-dimensional instrumental variables regression with an application to genetical genomics","https://www.tandfonline.com/doi/abs/10.1080/01621459.2014.908125",98,2015
"ordinary least squares","genomics","Gene-based partial least-squares approaches for detecting rare variant associations with complex traits","https://link.springer.com/article/10.1186/1753-6561-5-S9-S19",10,2011
"ordinary least squares","genomics","Mining for genotype-phenotype relations in Saccharomyces using partial least squares","https://link.springer.com/article/10.1186/1471-2105-12-318",32,2011
"ordinary least squares","genomics","Gene network inference via structural equation modeling in genetical genomics experiments","https://academic.oup.com/genetics/article-abstract/178/3/1763/6061470",156,2008
"ordinary least squares","genomics","Gene association networks from microarray data using a regularized estimation of partial correlation based on PLS regression","https://ieeexplore.ieee.org/abstract/document/4589202/",51,2008
"ordinary least squares","genomics","Empirical Bayes estimation of gene-specific effects in micro-array research","https://link.springer.com/article/10.1007/s10142-004-0123-0",12,2005
"ordinary least squares","genomics","Reconstruction of genetic association networks from microarray data: a partial least squares approach","https://academic.oup.com/bioinformatics/article-abstract/24/4/561/207939",77,2008
"ordinary least squares","genomics","The optimal number of partial least squares components in genomic selection for pork pH","https://www.scielo.br/j/cr/a/FDLrSkJwDVTvzLqTstSymjm/?format=html",4,2016
"ordinary least squares","genomics","Identification of relevant genes from microarray experiments based on partial least squares weights: application to cancer genomics","https://link.springer.com/chapter/10.1007/978-1-4419-0811-7_1",4,2009
"ordinary least squares","genomics","A framework for identifying essential proteins with hybridizing deep neural network and ordinary least squares","https://www.mdpi.com/2076-3417/13/15/8613","",2023
"ordinary least squares","genomics","A partial least squares based procedure for upstream sequence classification in prokaryotes","https://ieeexplore.ieee.org/abstract/document/6951340/",10,2014
"ordinary least squares","genomics","Performance of PLS regression coefficients in selecting variables for each response of a multivariate PLS for omics-type data","https://www.tandfonline.com/doi/abs/10.2147/aabc.s3619",132,2009
"ordinary least squares","genomics","Robust ridge regression for estimating the effects of correlated gene expressions on phenotypic traits","https://link.springer.com/article/10.1007/s10651-019-00434-3",8,2020
"ordinary least squares","genomics","Evaluation of three statistical prediction models for forensic age prediction based on DNA methylation","https://www.sciencedirect.com/science/article/pii/S1872497318300863",53,2018
"ordinary least squares","genomics","Dimension reduction and variable selection for genomic selection: application to predicting milk yield in Holsteins","https://onlinelibrary.wiley.com/doi/abs/10.1111/j.1439-0388.2011.00917.x",59,2011
"ordinary least squares","genomics","HB-PLS: An algorithm for identifying biological process or pathway regulators by integrating Huber loss and Berhu penalty with partial least squares regression","https://www.biorxiv.org/content/10.1101/2020.05.16.089623.abstract",1,2020
"ordinary least squares","genomics","Integrating functional genomics data using maximum likelihood based simultaneous component analysis","https://link.springer.com/article/10.1186/1471-2105-10-340",18,2009
"ordinary least squares","genomics","Hierarchical Cluster-based Partial Least Squares Regression (HC-PLSR) is an efficient tool for metamodelling of nonlinear dynamic models","https://link.springer.com/article/10.1186/1752-0509-5-90",62,2011
"ordinary least squares","systems biology","Hierarchical Cluster-based Partial Least Squares Regression (HC-PLSR) is an efficient tool for metamodelling of nonlinear dynamic models","https://link.springer.com/article/10.1186/1752-0509-5-90",62,2011
"ordinary least squares","systems biology","Orthogonal projection to latent structures solution properties for chemometrics and systems biology data","https://analyticalsciencejournals.onlinelibrary.wiley.com/doi/abs/10.1002/cem.1398",21,2011
"ordinary least squares","systems biology","Hierarchical Cluster-based Partial Least Squares Regression (HC-PLSR) is an efficient tool for metamodelling of nonlinear dynamic models","https://go.gale.com/ps/i.do?id=GALE%7CA441927663&sid=googleScholar&v=2.1&it=r&linkaccess=abs&issn=17520509&p=AONE&sw=w",2,2011
"ordinary least squares","systems biology","Parameter estimation methods for biological systems","https://harvest.usask.ca/bitstream/10388/etd-03302010-140138/1/MSc_thesis_LeiMU.pdf",9,2010
"ordinary least squares","systems biology","Learning causal networks from systems biology time course data: an effective model selection procedure for the vector autoregressive process","https://link.springer.com/article/10.1186/1471-2105-8-S2-S3",175,2007
"ordinary least squares","systems biology","Identifiability and Regression Analysis of Biological Systems Models: Statistical and Mathematical Foundations and R Scripts","https://books.google.com/books?hl=en&lr=&id=yojUDwAAQBAJ&oi=fnd&pg=PR7&dq=%22ordinary+least+squares%22+%22systems+biology%22&ots=mVIBBXiReb&sig=j8717sH5p6oxU-mYwivnn9DFgG0",1,2020
"ordinary least squares","systems biology","Identifying model error in metabolic flux analysis–a generalized least squares approach","https://link.springer.com/article/10.1186/s12918-016-0335-7",7,2016
"ordinary least squares","systems biology","Review of integrative analysis challenges in systems biology","https://www.tandfonline.com/doi/abs/10.1198/sbr.2010.09027",2,2011
"ordinary least squares","systems biology","High-level Modeling of Biological Networks","https://www.sciencedirect.com/science/article/pii/B9780123725509000092","",2010
"ordinary least squares","systems biology","Design of experiments for steady-state system identification with applications in genetic and business network modelinG","https://www.tandfonline.com/doi/abs/10.1080/21681015.2020.1784299",1,2020
"ordinary least squares","systems biology","Fast and accurate gene regulatory network inference by normalized least squares regression","https://academic.oup.com/bioinformatics/article-abstract/38/8/2263/6530276",14,2022
"ordinary least squares","systems biology","HB-PLS: An algorithm for identifying biological process or pathway regulators by integrating Huber loss and Berhu penalty with partial least squares regression","https://www.biorxiv.org/content/10.1101/2020.05.16.089623.abstract",1,2020
"ordinary least squares","systems biology","HB-PLS: A statistical method for identifying biological process or pathway regulators by integrating Huber loss and Berhu penalty with partial least squares …","https://www.maxapress.com/article/doi/10.48130/FR-2021-0006?utm_source=TrendMD&utm_medium=cpc&utm_campaign=Forestry_Research_TrendMD_0",2,2021
"ordinary least squares","systems biology","Complexity in Systems Level Biology and Genetics: Statistical Perspectives.","https://citeseerx.ist.psu.edu/document?repid=rep1&type=pdf&doi=6e005866d8f1c1c826cd14e9c0c7d44e033e1d2b","",2009
"ordinary least squares","systems biology","The impact of measurement errors in the identification of regulatory networks","https://link.springer.com/article/10.1186/1471-2105-10-412",20,2009
"ordinary least squares","systems biology","A systems approach to integrative biology: an overview of statistical methods to elucidate association and architecture","https://academic.oup.com/icb/article-abstract/54/2/296/639118",13,2014
"ordinary least squares","systems biology","Set membership experimental design for biological systems","https://link.springer.com/article/10.1186/1752-0509-6-21",19,2012
"ordinary least squares","systems biology","Quantitative Modeling and Estimation in Systems Biology using Fluorescent Reporter Systems","https://oaktrust.library.tamu.edu/handle/1969.1/151856","",2013
"ordinary least squares","systems biology","Reconstruction of genetic association networks from microarray data: a partial least squares approach","https://academic.oup.com/bioinformatics/article-abstract/24/4/561/207939",77,2008
"ordinary least squares","systems biology","Analysis of factors affecting the growth of oil bodies in A. Thaliana seeds: use of ordinary least squares and quantile regression","https://policycommons.net/artifacts/15819629/analysis-of-factors-affecting-the-growth-of-oil-bodies-in-a-thaliana-seeds/16710488/",1,2013
"ordinary least squares","microbiology","Including experimental uncertainty on the independent variables when modelling microbial dynamics: The combined effect of pH and acetic acid on the growth rate of …","https://www.sciencedirect.com/science/article/pii/S0167701218301143",3,2018
"ordinary least squares","microbiology","Reflections on the use of robust and least-squares non-linear regression to model challenge tests conducted in/on food products","https://www.sciencedirect.com/science/article/pii/S0168160505002461",31,2005
"ordinary least squares","microbiology","Interpretation and implications of lognormal linear regression used for bacterial enumeration","https://academic.oup.com/jaoac/article-abstract/103/4/1105/5825802",2,2020
"ordinary least squares","microbiology","Parameter estimation for dynamic microbial inactivation: which model, which precision?","https://www.sciencedirect.com/science/article/pii/S0956713512002769",57,2013
"ordinary least squares","microbiology","Test for the presence of autocorrelation in the modified gompertz model used in the fitting the growth of sludge microbes on PEG 600","https://journal.hibiscuspublisher.com/index.php/JEMAT/article/view/238",10,2015
"ordinary least squares","microbiology","Testing the normality of residuals on regression model for the growth of sludge microbes on PEG 600","https://journal.hibiscuspublisher.com/index.php/JEMAT/article/view/242/0","",2015
"ordinary least squares","microbiology","On the application of statistical analysis for interpretation of experimental results in environmental microbiology","https://link.springer.com/article/10.1134/S002626171902005X",4,2019
"ordinary least squares","microbiology","Resistance trend estimation using regression analysis to enhance antimicrobial surveillance: a multi-centre study in London 2009–2016","https://www.mdpi.com/2079-6382/10/10/1267",8,2021
"ordinary least squares","microbiology","Outlier Analysis of the Modified Gompertz Model used in fitting the Growth of Sludge Microbes on PEG 600","https://journal.hibiscuspublisher.com/index.php/JEMAT/article/view/241/0","",2015
"ordinary least squares","microbiology","Statistical Comparison of the Impacts of Weather Variables and Particulate Matter on Bacterial Density: Methodological Research.","https://search.ebscohost.com/login.aspx?direct=true&profile=ehost&scope=site&authtype=crawler&jrnl=13087894&AN=154472983&h=Loh5y%2FEsIsRSmk2UTNWOaZecYGc6SRhIniZainbUQ9bbuILDREvJM%2FOD%2FJOB3DEjevBDF2tkZuK%2BBcs5X1ERrA%3D%3D&crl=c","",2021
"ordinary least squares","microbiology","Analyzing multilevel data: An empirical comparison of parameter estimates of hierarchical linear modeling and ordinary least squares regression","https://search.proquest.com/openview/3f48bdd6a6dacfbdc3078bbdef77e9a4/1?pq-origsite=gscholar&cbl=18750",7,2010
"ordinary least squares","microbiology","Modeling the Growth of Bacteria Streptococcus sobrinus Using Exponential Regression","https://www.scielo.br/j/pboci/a/PFvygzNPhNzdrBhgNvjRtBD/",6,2020
"ordinary least squares","microbiology","Enterococci predictions from partial least squares regression models in conjunction with a single-sample standard improve the efficacy of beach management …","https://pubs.acs.org/doi/abs/10.1021/es0515250",68,2006
"ordinary least squares","microbiology","Linear parameter estimation of rational biokinetic functions","https://www.sciencedirect.com/science/article/pii/S0043135408004612",14,2009
"ordinary least squares","microbiology","Models for factors influencing pathogen survival in low water activity foods from literature data are highly significant but show large unexplained variance","https://www.sciencedirect.com/science/article/pii/S0740002021000484",21,2021
"ordinary least squares","microbiology","Statistical diagnostic tests of the Luong model in fitting molybdenum reduction from the bacterium Bacillus sp. strain A. rzi","https://scholar.archive.org/work/pr7j674iizdlbf2blbrnendzyu/access/wayback/https://journal.hibiscuspublisher.com/index.php/JEMAT/article/download/173/242",7,2014
"ordinary least squares","microbiology","Growth of 2064 described by predictive microbiology: From primary to secondary models","https://sciendo.com/pdf/10.2478/acs-2019-0024",2,2019
"ordinary least squares","microbiology","Calibrating and validating bacterial water quality models: A Bayesian approach","https://www.sciencedirect.com/science/article/pii/S0043135409001237",49,2009
"ordinary least squares","microbiology","A nonlinear time-series analysis approach to identify thresholds in associations between population antibiotic use and rates of resistance","https://www.nature.com/articles/s41564-019-0410-0",77,2019
"ordinary least squares","microbiology","Reconsideration of flexibility in verifying rapid alternative food microbiological methods","https://www.sciencedirect.com/science/article/pii/S0956713510000150",5,2010
"ordinary least squares","proteomics","Predicting patient survival from proteomic profile using mass spectrometry data: an empirical study","https://www.tandfonline.com/doi/abs/10.1080/03610918.2011.636165",4,2013
"ordinary least squares","proteomics","Megavariate data analysis of mass spectrometric proteomics data using latent variable projection method","https://analyticalsciencejournals.onlinelibrary.wiley.com/doi/abs/10.1002/pmic.200300515",87,2003
"ordinary least squares","proteomics","BayesENproteomics: Bayesian elastic nets for quantification of peptidoforms in complex samples","https://pubs.acs.org/doi/abs/10.1021/acs.jproteome.9b00468",12,2020
"ordinary least squares","proteomics","Mixed-effects statistical model for comparative LC− MS proteomics studies","https://pubs.acs.org/doi/abs/10.1021/pr070441i",54,2008
"ordinary least squares","proteomics","A noise model for mass spectrometry based proteomics","https://academic.oup.com/bioinformatics/article-abstract/24/8/1070/213310",83,2008
"ordinary least squares","proteomics","Correlating phosphoproteomic signaling with castration resistant prostate cancer survival through regression analysis","https://pubs.rsc.org/en/content/articlehtml/2014/mb/c3mb70403c",1,2014
"ordinary least squares","proteomics","Optimising the Statistical Pipeline for Quantitative Proteomics","https://search.proquest.com/openview/b6d44176a5bf08a5f9d30d4c9076e483/1?pq-origsite=gscholar&cbl=2026366&diss=y","",2023
"ordinary least squares","proteomics","Regression analysis for comparing protein samples with 16O/18O stable-isotope labeled mass spectrometry","https://academic.oup.com/bioinformatics/article-abstract/22/22/2739/197068",58,2006
"ordinary least squares","proteomics","Generalized linear and mixed models for label-free shotgun proteomics","https://www.ncbi.nlm.nih.gov/pmc/articles/PMC3399744/",12,2012
"ordinary least squares","proteomics","Statistical methods for quantitative mass spectrometry proteomic experiments with labeling","https://link.springer.com/article/10.1186/1471-2105-13-S16-S7",69,2012
"ordinary least squares","proteomics","A robust linear regression based algorithm for automated evaluation of peptide identifications from shotgun proteomics by use of reversed-phase liquid …","https://link.springer.com/article/10.1186/1471-2105-9-347",63,2008
"ordinary least squares","proteomics","Linear mixed models with Gaussian mixture to identify contaminants in proteomics data: a prelude to intra-experiment normalisation","","",2015
"ordinary least squares","proteomics","Sparsity in partial least squares regression models","https://etheses.whiterose.ac.uk/29151/","",2020
"ordinary least squares","proteomics","Peak intensity prediction in MALDI-TOF mass spectrometry: a machine learning study to support quantitative proteomics","https://link.springer.com/article/10.1186/1471-2105-9-443",47,2008
"ordinary least squares","proteomics","Modeling biological variability in 2-D gel proteomic carcinogenesis experiments","https://pubs.acs.org/doi/abs/10.1021/pr0501261",17,2005
"ordinary least squares","proteomics","A comparison of methods for classifying clinical samples based on proteomics data: a case study for statistical and machine learning approaches","https://journals.plos.org/plosone/article?id=10.1371/journal.pone.0024973",51,2011
"ordinary least squares","proteomics","Isotope pattern deconvolution for peptide mass spectrometry by non-negative least squares/least absolute deviation template matching","https://link.springer.com/article/10.1186/1471-2105-13-291",37,2012
"ordinary least squares","proteomics","Machine learning aided top-down proteomics on a microfluidic platform","https://www.biorxiv.org/content/10.1101/2020.11.14.381376.abstract",3,2020
"ordinary least squares","proteomics","Regression analysis and modelling of data acquisition for SELDI-TOF mass spectrometry","https://academic.oup.com/bioinformatics/article-abstract/23/11/1401/200815",14,2007
"ordinary least squares","proteomics","A new take on missing value imputation for bottom-up label-free LC-MS/MS proteomics","https://www.biorxiv.org/content/10.1101/2023.11.09.566355.abstract",3,2023
"OLS","phylogenetics","The applicability of ordinary least squares to consistently short distances between taxa in phylogenetic tree construction and the normal distribution test consequences","https://link.springer.com/article/10.1007/s11538-008-9378-2",1,2009
"OLS","phylogenetics","A primer on phylogenetic generalised least squares","https://link.springer.com/chapter/10.1007/978-3-662-43550-2_5",463,2014
"OLS","phylogenetics","Rapid evaluation of least squares and minimum evolution criteria on phylogenetic trees","http://ir.canterbury.ac.nz/bitstream/10092/11292/1/bryant_waddell_report_no154_1997.pdf",92,1997
"OLS","phylogenetics","Independent contrasts and PGLS regression estimators are equivalent","https://academic.oup.com/sysbio/article-abstract/61/3/382/1669127",127,2012
"OLS","phylogenetics","Robust phylogenetic regression","https://academic.oup.com/sysbio/article-abstract/73/1/140/7456117",5,2024
"OLS","phylogenetics","Consilience of methods for phylogenetic analysis of variance","https://academic.oup.com/evolut/article-abstract/76/7/1406/6966349",6,2022
"OLS","phylogenetics","Rs for Correlated Data: Phylogenetic Models, LMMs, and GLMMs","https://academic.oup.com/sysbio/article-abstract/68/2/234/5098616",176,2019
"OLS","phylogenetics","Morphometrics of the avian small intestine compared with that of nonflying mammals: a phylogenetic approach","https://www.journals.uchicago.edu/doi/abs/10.1086/590395",325,2008
"OLS","phylogenetics","Low scaling of a life history variable: analysing eutherian gestation periods with and without phylogeny-informed statistics","https://link.springer.com/article/10.1016/j.mambio.2013.01.002",63,2014
"OLS","phylogenetics","Using phylogenetic information and the comparative method to evaluate hypotheses in macroecology","https://besjournals.onlinelibrary.wiley.com/doi/abs/10.1111/2041-210X.12033",86,2013
"OLS","phylogenetics","Phylogenetically weighted regression: A method for modelling non‐stationarity on evolutionary trees","https://onlinelibrary.wiley.com/doi/abs/10.1111/geb.12841",13,2019
"OLS","phylogenetics","Statistical approaches to the problem of phylogenetically correlated data","https://www.researchgate.net/profile/Marc-Lajeunesse/publication/306318515_Statistical_approaches_to_the_problem_of_phylogenetically_correlated_data/links/57b99c9d08aec9984ff60349/Statistical-approaches-to-the-problem-of-phylogenetically-correlated-data.pdf",13,2015
"OLS","phylogenetics","Multivariate phylogenetic comparative methods: evaluations, comparisons, and recommendations","https://academic.oup.com/sysbio/article-abstract/67/1/14/3867043",259,2018
"OLS","phylogenetics","Branch length heterogeneity leads to nonindependent branch length estimates and can decrease the efficiency of methods of phylogenetic inference","https://link.springer.com/article/10.1007/PL00006563",18,1999
"OLS","phylogenetics","Reliable phylogenetic regressions for multivariate comparative data: illustration with the MANOVA and application to the effect of diet on mandible morphology in …","https://academic.oup.com/sysbio/article-abstract/69/5/927/5736566",55,2020
"OLS","phylogenetics","Phylogenetically conservative trait correlation: quantification and interpretation","https://besjournals.onlinelibrary.wiley.com/doi/abs/10.1111/1365-2745.14150",11,2023
"OLS","phylogenetics","Phylogenetically aligned component analysis","",47,2020
"OLS","phylogenetics","Statistics and truth in phylogenomics","https://academic.oup.com/mbe/article-abstract/29/2/457/1024815",290,2012
"OLS","phylogenetics","Analyzing community‐weighted trait means across environmental gradients: should phylogeny stay or should it go?","https://esajournals.onlinelibrary.wiley.com/doi/abs/10.1002/ecy.2081",65,2018
"OLS","phylogenetics","Robustness of phylogenetic inference based on minimum evolution","https://link.springer.com/article/10.1007/s11538-010-9510-y",22,2010
"OLS","immunology","Induction of robust B cell responses after influenza mRNA vaccination is accompanied by circulating hemagglutinin-specific ICOS+ PD-1+ CXCR3+ T follicular helper …","https://www.frontiersin.org/articles/10.3389/fimmu.2017.01539/full",138,2017
"OLS","immunology","Route of vaccine administration alters antigen trafficking but not innate or adaptive immunity","https://www.cell.com/cell-reports/fulltext/S2211-1247(20)30292-8",123,2020
"OLS","immunology","Evaluation of regression methods when immunological measurements are constrained by detection limits","https://link.springer.com/article/10.1186/1471-2172-9-59",136,2008
"OLS","immunology","Activation and kinetics of circulating T follicular helper cells, specific plasmablast response, and development of neutralizing antibodies following yellow fever …","https://journals.aai.org/jimmunol/article/207/4/1033/234465",15,2021
"OLS","immunology","Dendritic cells in lupus are not required for activation of T and B cells but promote their expansion, resulting in tissue damage","https://www.cell.com/immunity/fulltext/S1074-7613(10)00455-3",202,2010
"OLS","immunology","TLR-adjuvanted nanoparticle vaccines differentially influence the quality and longevity of responses to malaria antigen Pfs25","https://www.ncbi.nlm.nih.gov/pmc/articles/PMC6012510/",74,2018
"OLS","immunology","Dendritic cells regulate extrafollicular autoreactive B cells via T cells expressing Fas and Fas ligand","https://www.cell.com/immunity/fulltext/S1074-7613(16)30393-4",30,2016
"OLS","immunology","Multivalent antigen display on nanoparticle immunogens increases B cell clonotype diversity and neutralization breadth to pneumoviruses","https://www.cell.com/immunity/fulltext/S1074-7613(23)00367-9",20,2023
"OLS","immunology","Facultative role for T cells in extrafollicular Toll-like receptor-dependent autoreactive B-cell responses in vivo","https://www.pnas.org/doi/abs/10.1073/pnas.1018571108",73,2011
"OLS","immunology","Czech Allergology and Clinical Immunology: Utilization and Provision in Space","https://dspace.cuni.cz/handle/20.500.11956/80867","",2016
"OLS","immunology","Statistics for immunologists","https://currentprotocols.onlinelibrary.wiley.com/doi/abs/10.1002/cpim.54",21,2018
"OLS","immunology","Computational approaches to parameter estimation and model selection in immunology","https://www.sciencedirect.com/science/article/pii/S0377042705000609",65,2005
"OLS","immunology","Experimental immunology Stimulation of humoral immunity in mice by undecan-2-one, undecan-2-ol and their derivatives","https://www.termedia.pl/Experimental-immunology-Stimulation-of-humoral-immunity-in-mice-by-undecan-2-one-undecan-2-ol-and-their-derivatives,10,10352,1,1.html",12,2008
"OLS","immunology","Cellular and molecular mechanisms for induction of broad anti-viral B cell responses through vaccination","https://search.proquest.com/openview/f42f446efe4204b153dd0fcf5f1f380b/1?pq-origsite=gscholar&cbl=2026366&diss=y","",2022
"OLS","immunology","CD30 cell expression and abnormal soluble CD30 serum accumulation in Omenn's syndrome: evidence for a T helper 2‐mediated condition","https://onlinelibrary.wiley.com/doi/abs/10.1002/eji.1830260209",130,1996
"OLS","immunology","Cell targeting and immunostimulatory properties of a novel Fcγ-receptor-independent agonistic anti-CD40 antibody in rhesus macaques","https://link.springer.com/article/10.1007/s00018-023-04828-2",1,2023
"OLS","immunology","KIR2DL4-HLAG interaction at human NK cell-oligodendrocyte interfaces regulates IFN-γ-mediated effects","https://www.sciencedirect.com/science/article/pii/S0161589018308356",11,2019
"OLS","immunology","Human lymphoid tissue sampling for vaccinology","https://www.frontiersin.org/articles/10.3389/fimmu.2022.1045529/full",2,2022
"OLS","immunology","Rhesus macaque myeloid-derived suppressor cells demonstrate T cell inhibitory functions and are transiently increased after vaccination","https://journals.aai.org/jimmunol/article/200/1/286/109882",41,2018
"OLS","immunology","Experimental immunology The effect of 4-undecanone and its derivatives on cellular and humoral immunity and tumor growth in mice","https://www.termedia.pl/Experimental-immunology-The-effect-of-4-undecanone-and-its-derivatives-on-cellular-and-humoral-immunity-and-tumor-growth-in-mice,10,12161,0,1.html",5,2009
"ordinary least squares","genetics","Prediction of hybrid means from a partial circulant diallel table using the ordinary least square and the mixed model methods","https://www.scielo.br/j/gmb/a/Sx8V7QyYzHhVtN4b5rQZvFJ/?lang=en",14,2005
"ordinary least squares","genetics","Ordinary least squares estimation of general and specific combining abilities from half-diallel mating designs","https://www.thuenen.de/media/institute/fg/PDF/Silvae_Genetica/1992/Vol._41_Heft_4-5/41_4-5_263.pdf",24,1992
"ordinary least squares","genetics","Statistical properties of the ordinary least-squares, generalized least-squares, and minimum-evolution methods of phylogenetic inference","https://link.springer.com/article/10.1007/BF00161174",377,1992
"ordinary least squares","genetics","Ordinary least squares regression of ordered categorical data: inferential implications for practice","https://link.springer.com/article/10.1007/s13253-014-0176-z",34,2014
"ordinary least squares","genetics","Estimating effects of a single gene and polygenes on quantitative traits from a diallel design","https://link.springer.com/article/10.1007/s10709-006-7853-y",15,2006
"ordinary least squares","genetics","Linking gene expression data with patient survival times using partial least squares","https://www.academia.edu/download/30706937/S120.full.pdf",149,2002
"ordinary least squares","genetics","The applicability of ordinary least squares to consistently short distances between taxa in phylogenetic tree construction and the normal distribution test consequences","https://link.springer.com/article/10.1007/s11538-008-9378-2",1,2009
"ordinary least squares","genetics","Gain in efficiency from using generalized least squares in the Haseman‐Elston test","https://onlinelibrary.wiley.com/doi/abs/10.1002/gepi.1370120660",15,1995
"ordinary least squares","genetics","Alternatives to least squares in multiple linear regression to predict production traits","https://onlinelibrary.wiley.com/doi/abs/10.1111/j.1439-0388.1995.tb00536.x",13,1995
"ordinary least squares","genetics","Evaluation of three statistical prediction models for forensic age prediction based on DNA methylation","https://www.sciencedirect.com/science/article/pii/S1872497318300863",53,2018
"ordinary least squares","genetics","Comparison of Ordinary Least Squares and Principal Components Regression Analyses","https://www.academia.edu/download/108822593/2402775.pdf","",2022
"ordinary least squares","genetics","Analysis of genetic effects of major genes and polygenes on quantitative traits: I. Genetic model for diploid plants and animals","https://link.springer.com/article/10.1007/s001220100692",13,2002
"ordinary least squares","genetics","Estimating the precision of estimates of genetic parameters realized from multiple-trait selection experiments","https://www.jstor.org/stable/2529878",14,1982
"ordinary least squares","genetics","Empirical Bayes estimation of gene-specific effects in micro-array research","https://link.springer.com/article/10.1007/s10142-004-0123-0",12,2005
"ordinary least squares","genetics","Analysis of genetic effects of major genes and polygenes on quantitative traits. II. Genetic models for seed traits of crops","https://link.springer.com/article/10.1007/s00122-002-0958-5",14,2002
"ordinary least squares","genetics","The LASSO and sparse least squares regression methods for SNP selection in predicting quantitative traits","https://ieeexplore.ieee.org/abstract/document/6051425/",37,2011
"ordinary least squares","genetics","Hierarchical Cluster-based Partial Least Squares Regression (HC-PLSR) is an efficient tool for metamodelling of nonlinear dynamic models","https://link.springer.com/article/10.1186/1752-0509-5-90",62,2011
"ordinary least squares","genetics","Genetic algorithm optimization technique for linear regression models with heteroscedastic errors","https://epubs.icar.org.in/index.php/IJAgS/article/view/17802",7,2012
"ordinary least squares","genetics","The relation between breeding management and 305-day milk production, determined via principal components regression and partial least squares","https://www.sciencedirect.com/science/article/pii/S0301622600001561",38,2000
"ordinary least squares","genetics","Maximum likelihood estimation of genetic components of variation","https://www.jstor.org/stable/2527688",153,1960
"ordinary least squares","metabolomics","PLS2 in Metabolomics","https://www.mdpi.com/2218-1989/9/3/51",32,2019
"ordinary least squares","metabolomics","Robust and confident predictor selection in metabolomics","https://link.springer.com/chapter/10.1007/978-3-319-45809-0_13",11,2017
"ordinary least squares","metabolomics","Fusing metabolomics data sets with heterogeneous measurement errors","https://journals.plos.org/plosone/article?id=10.1371/journal.pone.0195939",11,2018
"ordinary least squares","metabolomics","Compound Identification Using Penalized Linear Regression on Metabolomics","https://www.ncbi.nlm.nih.gov/pmc/articles/PMC4871161/",1,2016
"ordinary least squares","metabolomics","Analysis of Metabolomics Data via Mixed Models","https://prism.ucalgary.ca/server/api/core/bitstreams/272fb61a-225e-4ebf-b9b9-fbc0422cab15/content","",2020
"ordinary least squares","metabolomics","Estimation and inference in metabolomics with non-random missing data and latent factors","https://www.ncbi.nlm.nih.gov/pmc/articles/PMC8248477/",11,2020
"ordinary least squares","metabolomics","Identifying model error in metabolic flux analysis–a generalized least squares approach","https://link.springer.com/article/10.1186/s12918-016-0335-7",7,2016
"ordinary least squares","metabolomics","Feature selection in metabolomics with PLS-derived methods","https://dial.uclouvain.be/pr/boreal/object/boreal%3A219770/datastream/PDF_01/view",2,2019
"ordinary least squares","metabolomics","A workflow for missing values imputation of untargeted metabolomics data","https://www.mdpi.com/2218-1989/10/12/486",28,2020
"ordinary least squares","metabolomics","Evaluation of classifier performance for multiclass phenotype discrimination in untargeted metabolomics","https://www.mdpi.com/2218-1989/7/2/30",52,2017
"ordinary least squares","metabolomics","Challenges of inversely estimating jacobian from metabolomics data","https://www.frontiersin.org/articles/10.3389/fbioe.2015.00188/full",14,2015
"ordinary least squares","metabolomics","Use of multivariate statistical methods for the analysis of metabolomic data","","",2019
"ordinary least squares","metabolomics","Stable biomarker screening and classification by subsampling-based sparse regularization coupled with support vector machines in metabolomics","https://www.sciencedirect.com/science/article/pii/S016974391630466X",25,2017
"ordinary least squares","metabolomics","PCA as a practical indicator of OPLS-DA model reliability","https://www.ingentaconnect.com/content/ben/cmb/2016/00000004/00000002/art00004",380,2016
"ordinary least squares","metabolomics","Kernel approaches for differential expression analysis of mass spectrometry-based metabolomics data","https://link.springer.com/article/10.1186/s12859-015-0506-3",37,2015
