,Model,Bio_term,Title,Link,Citations,Year
928,{'OLS'},{'immunology'},Route of vaccine administration alters antigen trafficking but not innate or adaptive immunity,https://www.cell.com/cell-reports/fulltext/S2211-1247(20)30292-8,123.0,2020.0
7,{'linear regression'},{'phylogenomics'},A comparative analysis of the Lyve-SET phylogenomics pipeline for genomic epidemiology of foodborne pathogens,https://www.frontiersin.org/articles/10.3389/fmicb.2017.00375/full,123.0,2017.0
338,{'linear regression'},{'genomics'},Donor genomics influence graft events: the effect of donor polymorphisms on acute rejection and chronic allograft nephropathy,https://www.sciencedirect.com/science/article/pii/S008525381550241X,122.0,2004.0
1138,{'linear regression'},{'environmental biology'},"Variations in the age and growth of yellowfin tuna larvae,Thunnus albacares, collected about the Mississippi River plume",https://link.springer.com/article/10.1007/BF00005128,122.0,1994.0
702,{'ordinary least squares'},{'ecology'},Neglected biological patterns in the residuals: a behavioural ecologist's guide to co-operating with heteroscedasticity,https://link.springer.com/article/10.1007/s00265-011-1254-7,122.0,2011.0
1087,{'linear regression'},{'systems biology'},The use of chemostats in microbial systems biology,https://www.jove.com/t/50168/the-use-of-chemostats-in-microbial-systems-biology,122.0,2013.0
803,{'linear regression'},{'phylogenomics'},Phylogenomics of T4 cyanophages: lateral gene transfer in the 'core'and origins of host genes,https://ami-journals.onlinelibrary.wiley.com/doi/abs/10.1111/j.1462-2920.2012.02704.x,121.0,2012.0
861,{'OLS'},{'marine biology'},Quantifying light-fishing for Dosidicus gigas in the eastern Pacific using satellite remote sensing,https://www.sciencedirect.com/science/article/pii/S0034425704000537,121.0,2004.0
935,{'linear regression'},{'marine biology'},"Seasonal variation in movement, aggregation and destructive grazing of the green sea urchin (Strongylocentrotus droebachiensis) in relation to wave action and sea …",https://link.springer.com/article/10.1007/s00227-007-0668-2,120.0,2007.0
988,{'linear regression'},{'systems biology'},Statistics and bioinformatics in nutritional sciences: analysis of complex data in the era of systems biology,https://www.sciencedirect.com/science/article/pii/S0955286309002502,120.0,2010.0
589,{'linear regression'},{'biology'},Linear regressive analysis using prostate‐specific antigen doubling time for predicting tumor biology and clinical outcome in prostate cancer,https://acsjournals.onlinelibrary.wiley.com/doi/abs/10.1002/1097-0142(19931101)72:9%3C2638::AID-CNCR2820720919%3E3.0.CO;2-N,120.0,1993.0
28,{'linear regression'},{'neurobiology'},A large study reveals no association between APOE and Parkinson's disease,https://www.sciencedirect.com/science/article/pii/S0969996112000447,119.0,2012.0
682,{'OLS'},{'environmental biology'},Morphometric minefields—towards a measurement standard for chondrichthyan fishes,https://link.springer.com/article/10.1007/s10641-006-9109-1,119.0,2006.0
195,{'ordinary least squares'},{'conservation'},"Causal relationships between energy consumption, foreign direct investment and economic growth for MINT: Evidence from panel dynamic ordinary least square …",https://www.sciencedirect.com/science/article/pii/S095965261831802X,119.0,2018.0
1008,{'linear regression'},{'systems biology'},Systems biology in the context of big data and networks,https://www.hindawi.com/journals/bmri/2014/428570/abs/,118.0,2014.0
826,{'ordinary least squares'},{'bioinformatics'},Predicting patient survival from microarray data by accelerated failure time modeling using partial least squares and LASSO,https://academic.oup.com/biometrics/article-abstract/63/1/259/7321707,118.0,2007.0
342,{'OLS'},{'neurobiology'},ERK1/2 activation in preexisting oligodendrocytes of adult mice drives new myelin synthesis and enhanced CNS function,https://www.jneurosci.org/content/36/35/9186.short,117.0,2016.0
1024,{'linear regression'},{'marine biology'},The Hiatt growth diagram for Crustacea,https://link.springer.com/article/10.1007/BF00386676,117.0,1976.0
1051,{'ordinary least squares'},{'conservation'},The effect of wealth and real income on wildlife consumption among native Amazonians in Bolivia: estimates of annual trends with longitudinal household data (2002 …,https://zslpublications.onlinelibrary.wiley.com/doi/abs/10.1111/j.1469-1795.2009.00330.x,116.0,2010.0
733,{'OLS'},{'neurobiology'},Oligodendrogliopathy in multiple sclerosis: low glycolytic metabolic rate promotes oligodendrocyte survival,https://www.jneurosci.org/content/36/17/4698.short,115.0,2016.0
753,{'linear regression'},{'marine biology'},"Origins of green turtle (Chelonia mydas) feeding aggregations around Barbados, West Indies",https://link.springer.com/article/10.1007/s00227-003-1241-2,115.0,2004.0
209,{'linear regression'},{'neurobiology'},Clinical severity of Alzheimer's disease is associated with PIB uptake in PET,https://www.sciencedirect.com/science/article/pii/S0197458008000353,115.0,2009.0
480,{'linear regression'},{'phylogenomics'},Global phylogenomics of multidrug-resistant Salmonella enterica serotype Kentucky ST198,https://www.microbiologyresearch.org/content/journal/mgen/10.1099/mgen.0.000269,115.0,2019.0
232,{'OLS'},{'microbiology'},Comparison of logistic regression and neural network-based classifiers for bacterial growth,https://www.sciencedirect.com/science/article/pii/S0740002002001041,115.0,2003.0
1045,{'OLS'},{'genetics'},The current and future use of ridge regression for prediction in quantitative genetics,https://onlinelibrary.wiley.com/doi/abs/10.1155/2015/143712,114.0,2015.0
1160,{'linear regression'},{'genetics'},… on response to subcutaneously administered anti-tumour necrosis factor drugs: results from the Biologics in Rheumatoid Arthritis Genetics and Genomics Study …,https://academic.oup.com/rheumatology/article-abstract/54/3/494/1795698,114.0,2015.0
386,{'ordinary least squares'},{'conservation'},Estimating the counterfactual impact of conservation programs on land cover outcomes: The role of matching and panel regression techniques,https://journals.plos.org/plosone/article?id=10.1371/journal.pone.0141380,114.0,2015.0
1163,{'linear regression'},{'genomics'},… to subcutaneously administered anti-tumour necrosis factor drugs: results from the Biologics in Rheumatoid Arthritis Genetics and Genomics Study Syndicate cohort,https://academic.oup.com/rheumatology/article-abstract/54/3/494/1795698,114.0,2015.0
899,{'linear regression'},{'biodiversity'},Relative importance of biodiversity and the abiotic environment in mediating an ecosystem process,https://www.int-res.com/abstracts/meps/v396/p273-282/,113.0,2009.0
1112,{'OLS'},{'biogeography'},Understanding global patterns in amphibian geographic range size: does Rapoport rule?,https://onlinelibrary.wiley.com/doi/abs/10.1111/j.1466-8238.2011.00660.x,113.0,2012.0
235,{'OLS'},{'genomics'},Comparison of whole-genome prediction models for traits with contrasting genetic architecture in a diversity panel of maize inbred lines,https://link.springer.com/article/10.1186/1471-2164-13-452,112.0,2012.0
1075,{'OLS'},"{'proteomics', 'bioinformatics'}",The pitfalls of proteomics experiments without the correct use of bioinformatics tools,https://analyticalsciencejournals.onlinelibrary.wiley.com/doi/abs/10.1002/pmic.200600223,111.0,2006.0
100,{'ordinary least squares'},{'paleontology'},An ecometric analysis of the fossil mammal record of the Turkana Basin,https://royalsocietypublishing.org/doi/abs/10.1098/rstb.2015.0232,109.0,2016.0
260,{'linear regression'},{'immunology'},Correlation of antigen specific IgG and IgG(T) responses with Anoplocephala perfoliata infection intensity in the horse,https://onlinelibrary.wiley.com/doi/abs/10.1046/j.1365-3024.1996.d01-18.x,107.0,1996.0
358,{'OLS'},{'conservation'},"Effects of conservation policies on forest cover change in giant panda habitat regions, China",https://www.sciencedirect.com/science/article/pii/S0264837712002487,107.0,2013.0
1044,{'ordinary least squares'},{'biodiversity'},The complex links between governance and biodiversity,https://conbio.onlinelibrary.wiley.com/doi/abs/10.1111/j.1523-1739.2006.00521.x,107.0,2006.0
1028,{'OLS'},{'genomics'},The Ontology Lookup Service: more data and better tools for controlled vocabulary queries,https://academic.oup.com/nar/article-abstract/36/suppl_2/W372/2506171,106.0,2008.0
1132,{'linear regression'},{'immunology'},Validation of reference genes for quantitative measurement of immune gene expression in shrimp,https://www.sciencedirect.com/science/article/pii/S0161589009000959,106.0,2009.0
994,{'OLS'},{'proteomics'},Strategies to enable large-scale proteomics for reproducible research,https://www.nature.com/articles/s41467-020-17641-3,106.0,2020.0
186,{'OLS'},{'biology'},Biology and selection into entrepreneurship—The relevance of prenatal testosterone exposure,https://journals.sagepub.com/doi/abs/10.1111/etap.12165,106.0,2016.0
371,{'linear regression'},{'metabolomics'},Enhancing metabolomics research through data mining,https://www.sciencedirect.com/science/article/pii/S1874391915000445,105.0,2015.0
368,{'OLS'},{'neurobiology'},Endogenous opioid system in developing normal and jimpy oligodendrocytes: μ and κ opioid receptors mediate differential mitogenic and growth responses,https://onlinelibrary.wiley.com/doi/abs/10.1002/(SICI)1098-1136(199802)22:2%3C189::AID-GLIA10%3E3.0.CO;2-U,105.0,1998.0
105,{'linear regression'},{'phylogenomics'},"An evaluation of transcriptome‐based exon capture for frog phylogenomics across multiple scales of divergence (Class: Amphibia, Order: Anura)",https://onlinelibrary.wiley.com/doi/abs/10.1111/1755-0998.12541,104.0,2016.0
90,{'linear regression'},{'immunology'},Alteration of natural killer cell phenotype and function in obese individuals,https://www.sciencedirect.com/science/article/pii/S1521661616300067,104.0,2017.0
264,{'OLS'},{'marine biology'},Cross-shelf habitat utilization patterns of reef fishes in southwestern Puerto Rico,https://aquila.usm.edu/gcr/vol14/iss2/2/,103.0,2003.0
1117,{'OLS'},{'metabolomics'},Untargeted and targeted metabolomics reveal the chemical characteristic of pu-erh tea (Camellia assamica) during pile-fermentation,https://www.sciencedirect.com/science/article/pii/S0308814619320333,103.0,2020.0
464,{'linear regression'},{'genomics'},Genetic risk factors for BMI and obesity in an ethnically diverse population: results from the population architecture using genomics and epidemiology (PAGE) study,https://onlinelibrary.wiley.com/doi/abs/10.1002/oby.20268,103.0,2013.0
496,{'linear regression'},{'evolution'},Hierarchical linear modeling of the tempo and mode of evolution,https://www.cambridge.org/core/journals/paleobiology/article/hierarchical-linear-modeling-of-the-tempo-and-mode-of-evolution/BF63D79123A17BC3CF45082B67AE2F64,103.0,1978.0
293,{'linear regression'},{'proteomics'},Detection of prostate cancer using serum proteomics pattern in a histologically confirmed population,https://www.auajournals.org/doi/abs/10.1097/01.ju.0000119823.86393.49,102.0,2004.0
858,{'ordinary least squares'},{'biogeography'},"Pteridophyte richness, climate and topography in the Iberian Peninsula: comparing spatial and nonspatial models of richness patterns",https://onlinelibrary.wiley.com/doi/abs/10.1111/j.1466-822X.2004.00140.x,102.0,2005.0
80,{'linear regression'},{'environmental biology'},"Age, Growth, and Gonadal Characteristics of Adult Bighead Carp, Hypophthalmichthys nobilis, in the Lower Missouri River",https://link.springer.com/article/10.1023/A:1016144529734,101.0,2002.0
761,{'linear regression'},{'metabolomics'},PLS‐DA for compositional data with application to metabolomics,https://analyticalsciencejournals.onlinelibrary.wiley.com/doi/abs/10.1002/cem.2657,101.0,2015.0
181,{'linear regression'},{'biogeography'},Biogeography of two cold-adapted genera: Psychrobacter and Exiguobacterium,https://academic.oup.com/ismej/article-abstract/3/6/658/7588324,101.0,2009.0
1014,{'linear regression'},{'proteomics'},Targeted brain proteomics uncover multiple pathways to Alzheimer's dementia,https://onlinelibrary.wiley.com/doi/abs/10.1002/ana.25266,100.0,2018.0
489,{'OLS'},{'neurobiology'},HIV‐1 Tat and morphine have interactive effects on oligodendrocyte survival and morphology,https://onlinelibrary.wiley.com/doi/abs/10.1002/glia.20746,99.0,2009.0
292,{'ordinary least squares'},{'bioinformatics'},Detection of DNA copy number alterations using penalized least squares regression,https://academic.oup.com/bioinformatics/article-abstract/21/20/3811/203554,99.0,2005.0
1130,{'OLS'},{'evolution'},Using the NARMAX OLS‐ERR algorithm to obtain the most influential coupling functions that affect the evolution of the magnetosphere,https://agupubs.onlinelibrary.wiley.com/doi/abs/10.1029/2010JA015505,99.0,2011.0
797,{'linear regression'},{'phylogenetics'},Phylogenetics and the correlates of mammalian sleep: a reappraisal,https://www.sciencedirect.com/science/article/pii/S1087079207001281,99.0,2008.0
649,{'linear regression'},{'bioinformatics'},Missing-value estimation using linear and non-linear regression with Bayesian gene selection,https://academic.oup.com/bioinformatics/article-abstract/19/17/2302/206415,98.0,2003.0
892,{'ordinary least squares'},{'genomics'},Regularization methods for high-dimensional instrumental variables regression with an application to genetical genomics,https://www.tandfonline.com/doi/abs/10.1080/01621459.2014.908125,98.0,2015.0
772,{'linear regression'},{'disease ecology'},Parasite infection and decreased thermal tolerance: impact of proliferative kidney disease on a wild salmonid fish in the context of climate change,https://besjournals.onlinelibrary.wiley.com/doi/abs/10.1111/1365-2435.12701,98.0,2017.0
690,{'linear regression'},{'microbiology'},Multiple linear regression analysis of bacterial deposition to polyurethane coatings after conditioning film formation in the marine environment,https://www.microbiologyresearch.org/content/journal/micro/10.1099/mic.0.26983-0,97.0,2004.0
1107,{'linear regression'},{'microbiology'},"Trends, microbiology, and outcomes of infective endocarditis in children during 2000–2010 in the United States",https://onlinelibrary.wiley.com/doi/abs/10.1111/chd.12425,97.0,2017.0
799,{'linear regression'},{'phylogenetics'},Phylogenetics of worldwide human populations as determined by polymorphic Alu insertions,https://analyticalsciencejournals.onlinelibrary.wiley.com/doi/abs/10.1002/1522-2683(200210)23:19%3C3346::AID-ELPS3346%3E3.0.CO;2-J,97.0,2002.0
625,{'ordinary least squares'},{'marine biology'},Measuring the vertical distributional variability of pelagic fauna in Monterey Bay,https://academic.oup.com/icesjms/article-abstract/69/2/184/701699,97.0,2012.0
82,{'ordinary least squares'},{'neurobiology'},Age-dependent differences in brain tissue microstructure assessed with neurite orientation dispersion and density imaging,https://www.sciencedirect.com/science/article/pii/S0197458016300173,96.0,2016.0
947,{'OLS'},{'conservation'},Socio-economic factors affecting the income of small-scale agroforestry farms in hill country areas in Yemen: A comparison of OLS and WLS determinants,https://link.springer.com/article/10.1007/s11842-005-0008-7,96.0,2005.0
413,{'OLS'},{'evolution'},Evolution of the energy consumed by street lighting in Spain estimated with DMSP-OLS data,https://www.sciencedirect.com/science/article/pii/S002240731300472X,96.0,2014.0
107,{'ordinary least squares'},{'biogeography'},An inverse latitudinal gradient of diversity of peracarid crustaceans along the Pacific Coast of South America: out of the deep south,https://onlinelibrary.wiley.com/doi/abs/10.1111/j.1466-8238.2010.00610.x,96.0,2011.0
810,{'linear regression'},{'marine biology'},Physical factors controlling abundance of meiofauna on tidal and atidal beaches,https://link.springer.com/article/10.1007/BF00390790,96.0,1976.0
632,{'OLS'},{'metabolomics'},Metabolomics-based discovery of a metabolite that enhances oligodendrocyte maturation,https://www.nature.com/articles/nchembio.2517),95.0,2018.0
287,"{'ordinary least squares', 'OLS'}","{'conservation', 'biology'}",Detecting and modeling spatial and temporal dependence in conservation biology,https://conbio.onlinelibrary.wiley.com/doi/abs/10.1111/j.1523-1739.2000.99432.x,95.0,2000.0
477,{'OLS'},{'biogeography'},Global biogeography of mating system variation in seed plants,https://onlinelibrary.wiley.com/doi/abs/10.1111/ele.12738,94.0,2017.0
492,{'OLS'},{'neurobiology'},"Height, education and later-life cognition in Latin America and the Caribbean",https://www.sciencedirect.com/science/article/pii/S1570677X10000389,94.0,2010.0
790,{'ordinary least squares'},{'phylogenomics'},Phylogenetic comparative methods on phylogenetic networks with reticulations,https://academic.oup.com/sysbio/article-abstract/67/5/800/4985806,94.0,2018.0
783,"{'OLS', 'linear regression'}",{'proteomics'},"Peptide-level robust ridge regression improves estimation, sensitivity, and specificity in data-dependent quantitative label-free shotgun proteomics",https://www.mcponline.org/article/S1535-9476(20)33694-X/fulltext,94.0,2016.0
624,{'linear regression'},{'genetics'},"Measures of autozygosity in decline: globalization, urbanization, and its implications for medical genetics",https://journals.plos.org/plosgenetics/article?id=10.1371/journal.pgen.1000415,94.0,2009.0
564,{'linear regression'},{'biogeography'},Island biogeography of the Mediterranean Sea: the species–area relationship for terrestrial isopods,https://onlinelibrary.wiley.com/doi/abs/10.1111/j.1365-2699.2005.01329.x,94.0,2005.0
449,{'linear regression'},{'systems biology'},Functional translational readthrough: a systems biology perspective,https://journals.plos.org/plosgenetics/article?id=10.1371/journal.pgen.1006196,94.0,2016.0
812,{'linear regression'},{'biodiversity'},Plant families as predictors of plant biodiversity in Mexico,https://onlinelibrary.wiley.com/doi/abs/10.1111/j.1472-4642.2007.00385.x,92.0,2007.0
291,{'OLS'},{'evolution'},Detecting the 20 year city-size dynamics in China with a rank clock approach and DMSP/OLS nighttime data,https://www.sciencedirect.com/science/article/pii/S0169204615000195,92.0,2015.0
541,"{'ordinary least squares', 'OLS', 'linear regression'}",{'marine biology'},Information-theory approach to allometric growth of marine organisms,https://link.springer.com/article/10.1007/s00227-006-0529-4,92.0,2007.0
871,"{'ordinary least squares', 'OLS'}","{'phylogenetics', 'evolution'}",Rapid evaluation of least squares and minimum evolution criteria on phylogenetic trees,http://ir.canterbury.ac.nz/bitstream/10092/11292/1/bryant_waddell_report_no154_1997.pdf,92.0,1997.0
471,{'linear regression'},{'marine biology'},"Geographic variation in life history of the sand crab, Emerita analoga (Stimpson) on the California coast: relationships to environmental variables",https://www.sciencedirect.com/science/article/pii/0022098194901325,92.0,1994.0
465,{'linear regression'},{'genetics'},Genetics of growth and reproduction in the turkey. 14. Changes in genetic parameters over thirty generations of selection for increased body weight,https://www.sciencedirect.com/science/article/pii/S0032579119414958,92.0,2000.0
362,{'linear regression'},{'systems biology'},Efficient inference of parsimonious phenomenological models of cellular dynamics using S-systems and alternating regression,https://journals.plos.org/plosone/article?id=10.1371/journal.pone.0119821,91.0,2015.0
160,{'OLS'},{'systems biology'},"Bayesian uncertainty analysis for complex systems biology models: emulation, global parameter searches and evaluation of gene functions",https://link.springer.com/article/10.1186/s12918-017-0484-3,91.0,2018.0
88,{'linear regression'},{'biology'},Allometric analysis beyond heterogeneous regression slopes: use of the Johnson-Neyman technique in comparative biology,https://www.journals.uchicago.edu/doi/abs/10.1086/367939,90.0,2003.0
281,{'linear regression'},{'disease classification'},Deep neural network features fusion and selection based on PLS regression with an application for crops diseases classification,https://www.sciencedirect.com/science/article/pii/S1568494621000879,90.0,2021.0
336,{'ordinary least squares'},{'environmental biology'},Does the Pareto distribution adequately describe the size‐distribution of lakes?,https://aslopubs.onlinelibrary.wiley.com/doi/abs/10.4319/lo.2011.56.1.0350,90.0,2011.0
852,{'linear regression'},{'bioinformatics'},Protein linear indices of the 'macromolecular pseudograph α-carbon atom adjacency matrix'in bioinformatics. Part 1: Prediction of protein stability effects of a complete …,https://www.sciencedirect.com/science/article/pii/S0968089605000970,90.0,2005.0
17,{'linear regression'},{'ecology'},A comparison of the power of categorical and correlational tests applied to community ecology data from gradient studies,https://besjournals.onlinelibrary.wiley.com/doi/abs/10.1046/j.1365-2656.2002.00624.x,89.0,2002.0
79,{'linear regression'},{'environmental biology'},"Age and growth of tarpon, Megalops atlanticus, larvae in the eastern Gulf of Mexico, with notes on relative abundance and probable spawning areas",https://link.springer.com/article/10.1007/BF00004988,89.0,1992.0
1103,{'OLS'},{'microbiology'},"Toxicity of n-Alkanes, n-Alk-1-enes, n-Alkan-1-ols and n-Alkyl-1-bromides towards Yeasts",https://www.microbiologyresearch.org/content/journal/micro/10.1099/00221287-72-1-165,89.0,1972.0
630,{'OLS'},{'metabolomics'},Metabolomics Investigation Reveals That 8-C N-Ethyl-2-pyrrolidinone-Substituted Flavan-3-ols Are Potential Marker Compounds of Stored White Teas,https://pubs.acs.org/doi/abs/10.1021/acs.jafc.8b02038,88.0,2018.0
1041,{'linear regression'},{'biogeography'},The biogeography of stream bacteria,https://onlinelibrary.wiley.com/doi/abs/10.1111/geb.12046,88.0,2013.0
1080,{'OLS'},{'biology'},The relationships between biological activities and structure of flavan-3-ols,https://www.mdpi.com/1422-0067/12/12/9342,87.0,2011.0
619,{'ordinary least squares'},{'immunology'},Mathematical immunology of virus infections,https://link.springer.com/content/pdf/10.1007/978-3-319-72317-4.pdf,87.0,2018.0
628,"{'ordinary least squares', 'OLS'}",{'proteomics'},Megavariate data analysis of mass spectrometric proteomics data using latent variable projection method,https://analyticalsciencejournals.onlinelibrary.wiley.com/doi/abs/10.1002/pmic.200300515,87.0,2003.0
24,{'linear regression'},{'neurobiology'},A genetic variation in the ADORA2A gene modifies age at onset in Huntington's disease,https://www.sciencedirect.com/science/article/pii/S096999610900165X,86.0,2009.0
1129,{'OLS'},{'phylogenetics'},Using phylogenetic information and the comparative method to evaluate hypotheses in macroecology,https://besjournals.onlinelibrary.wiley.com/doi/abs/10.1111/2041-210X.12033,86.0,2013.0
1065,{'OLS'},{'biogeography'},The influence of past and present climate on the biogeography of modern mammal diversity,https://royalsocietypublishing.org/doi/abs/10.1098/rstb.2011.0018,85.0,2011.0
933,{'linear regression'},{'environmental biology'},Seasonal and interannual variation of subtidal fish assemblages in Wakasa Bay with reference to the warming trend in the Sea of Japan,https://link.springer.com/article/10.1007/s10641-007-9300-z,85.0,2008.0
815,{'linear regression'},{'ecology'},Plotting partial correlation and regression in ecological studies,https://we.copernicus.org/articles/8/35/2008/,84.0,2008.0
685,{'OLS'},{'marine biology'},Mortality of inshore marine mammals in eastern Australia is predicted by freshwater discharge and air temperature,https://journals.plos.org/plosone/article?id=10.1371/journal.pone.0094849,84.0,2014.0
1156,{'linear regression'},{'phylogenetics'},"ddRAD-seq phylogenetics based on nucleotide, indel, and presence–absence polymorphisms: analyses of two avian genera with contrasting histories",https://www.sciencedirect.com/science/article/pii/S1055790315002304,83.0,2016.0
912,{'linear regression'},{'biodiversity'},Response of soil fauna to landscape heterogeneity: determining optimal scales for biodiversity modeling,https://conbio.onlinelibrary.wiley.com/doi/abs/10.1111/j.1523-1739.2003.00564.x,83.0,2003.0
55,"{'OLS', 'linear regression'}","{'genetics', 'conservation'}","A review of techniques for spatial modeling in geographical, conservation and landscape genetics",https://www.scielo.br/j/gmb/a/Qw743WbW8GzyYks57tZF8cP/,83.0,2009.0
45,{'ordinary least squares'},{'proteomics'},A noise model for mass spectrometry based proteomics,https://academic.oup.com/bioinformatics/article-abstract/24/8/1070/213310,83.0,2008.0
256,{'OLS'},{'biology'},Contrasting OLS and quantile regression approaches to student “growth” percentiles,https://journals.sagepub.com/doi/abs/10.3102/1076998611435413,83.0,2013.0
1104,{'OLS'},{'disease ecology'},Tree diversity regulates forest pest invasion,https://www.pnas.org/doi/abs/10.1073/pnas.1821039116,83.0,2019.0
246,{'linear regression'},{'marine biology'},Condition of larval and juvenile red drum (Sciaenops ocellatus ) from estuarine nursery habitats,https://link.springer.com/article/10.1007/s002270050025,81.0,1997.0
734,{'ordinary least squares'},{'evolution'},On algorithms for ordinary least squares regression spline fitting: a comparative study,https://www.tandfonline.com/doi/abs/10.1080/00949650213743,81.0,2002.0
233,{'linear regression'},{'environmental biology'},Comparison of multiple linear regressions (MLR) and artificial neural network (ANN) in predicting the yield using its components in the hulless barley,https://go.gale.com/ps/i.do?id=GALE%7CA253057739&sid=googleScholar&v=2.1&it=r&linkaccess=abs&issn=19950756&p=AONE&sw=w,81.0,2011.0
27,{'linear regression'},{'environmental biology'},"A laboratory investigation of the filtration and ingestion rates of the tilapia,Oreochromis niloticus, feeding on two species of blue-green algae",https://link.springer.com/article/10.1007/BF00002160,81.0,1991.0
211,{'OLS'},{'bioinformatics'},Cluster inference methods and graphical models evaluated on NCI60 microarray gene expression data,https://www.jstage.jst.go.jp/article/gi1990/11/0/11_0_129/_article/-char/ja/,81.0,2000.0
1016,{'linear regression'},{'systems biology'},Temperature compensation through systems biology,https://febs.onlinelibrary.wiley.com/doi/abs/10.1111/j.1742-4658.2007.05641.x,79.0,2007.0
943,{'linear regression'},{'biogeography'},"Small island biogeography in the Gulf of California: lizards, the subsidized island biogeography hypothesis, and the small island effect",https://onlinelibrary.wiley.com/doi/abs/10.1046/j.1365-2699.2003.00936.x,79.0,2003.0
640,{'linear regression'},{'environmental biology'},"Migration and spawning energetics of the anadromous sea lamprey, Petromyzon marinus",https://link.springer.com/article/10.1007/bf00005922,79.0,1979.0
322,{'linear regression'},{'marine biology'},Discriminate feeding of the calanoid copepod Acartia clausi in mixtures of phytoplankton and inert particles,https://link.springer.com/article/10.1007/BF00431404,78.0,1987.0
392,{'linear regression'},{'paleontology'},Estimation of body mass in paleontology,https://www.sciencedirect.com/science/article/pii/S0047248402905737,78.0,2002.0
47,"{'ordinary least squares', 'OLS'}",{'microbiology'},A nonlinear time-series analysis approach to identify thresholds in associations between population antibiotic use and rates of resistance,https://www.nature.com/articles/s41564-019-0410-0,77.0,2019.0
877,{'ordinary least squares'},"{'genomics', 'systems biology', 'bioinformatics'}",Reconstruction of genetic association networks from microarray data: a partial least squares approach,https://academic.oup.com/bioinformatics/article-abstract/24/4/561/207939,77.0,2008.0
142,{'linear regression'},{'neurobiology'},Association between caffeine intake and age at onset in Huntington's disease,https://www.sciencedirect.com/science/article/pii/S0969996113001551,76.0,2013.0
972,{'OLS'},{'disease classification'},Spectral features selection and classification of oil palm leaves infected by Basal stem rot (BSR) disease using dielectric spectroscopy,https://www.sciencedirect.com/science/article/pii/S0168169917309973,76.0,2018.0
672,{'linear regression'},{'phylogenetics'},Molecular Phylogenetics ofPuffinusShearwaters: Preliminary Evidence from Mitochondrial CytochromebGene Sequences,https://www.sciencedirect.com/science/article/pii/S1055790396900603,75.0,1996.0
1084,{'linear regression'},{'immunology'},The semen microbiome and its relationship with local immunology and viral load in HIV infection,https://journals.plos.org/plospathogens/article?id=10.1371/journal.ppat.1004262,75.0,2014.0
424,{'ordinary least squares'},{'biology'},Exploring relationships in gene expressions: a partial least squares approach,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC5964946/,74.0,2001.0
1013,{'OLS'},{'immunology'},TLR-adjuvanted nanoparticle vaccines differentially influence the quality and longevity of responses to malaria antigen Pfs25,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC6012510/,74.0,2018.0
805,{'linear regression'},{'phylogenomics'},Phylogenomics of ligand-gated ion channels predicts monepantel effect,https://journals.plos.org/plospathogens/article?id=10.1371/journal.ppat.1001091,73.0,2010.0
433,{'OLS'},{'immunology'},Facultative role for T cells in extrafollicular Toll-like receptor-dependent autoreactive B-cell responses in vivo,https://www.pnas.org/doi/abs/10.1073/pnas.1018571108,73.0,2011.0
881,{'ordinary least squares'},{'environmental biology'},Reducing environmental bias when measuring natural selection,https://academic.oup.com/evolut/article-abstract/56/11/2156/6756302,73.0,2002.0
229,{'ordinary least squares'},{'marine biology'},Comparison of absolute and relative growth patterns among five Pinna nobilis populations along the Tunisian coastline: an information theory approach,https://link.springer.com/article/10.1007/s00227-007-0707-z,73.0,2007.0
507,{'OLS'},{'microbiology'},Hydroxylated ornithine lipids increase stress tolerance in Rhizobium tropici CIAT899,https://onlinelibrary.wiley.com/doi/abs/10.1111/j.1365-2958.2011.07535.x,73.0,2011.0
176,{'ordinary least squares'},{'biogeography'},"Biogeographic, climatic and spatial drivers differentially affect α-, β- and γ-diversities on oceanic archipelagos",https://royalsocietypublishing.org/doi/abs/10.1098/rspb.2013.3246,72.0,2014.0
315,{'linear regression'},{'bioinformatics'},Differential gene expression detection using penalized linear regression models: the improved SAM statistics,https://academic.oup.com/bioinformatics/article-abstract/21/8/1565/250561,72.0,2005.0
562,{'linear regression'},{'biogeography'},Island biogeography of Caribbean coral reef fish,https://onlinelibrary.wiley.com/doi/abs/10.1111/j.1466-8238.2008.00418.x,71.0,2008.0
869,{'OLS'},{'microbiology'},Randomly amplified polymorphic DNA analysis of Xylella fastidiosa Pierce's disease and oak leaf scorch pathotypes,https://journals.asm.org/doi/abs/10.1128/aem.61.5.1688-1690.1995,71.0,1995.0
919,"{'ordinary least squares', 'OLS'}",{'biogeography'},"Richness patterns, species distributions and the principle of extreme deconstruction",https://onlinelibrary.wiley.com/doi/abs/10.1111/j.1466-8238.2008.00440.x,71.0,2009.0
89,{'linear regression'},{'biology'},Allometry and model II non-linear regression,https://www.sciencedirect.com/science/article/pii/S0022519384711167,71.0,1994.0
1131,{'linear regression'},{'conservation'},Using the Theory of Planned Behavior to Encourage Water Conservation among Extensin Clients,https://jae-online.org/index.php/jae/article/view/471,71.0,2017.0
227,{'OLS'},{'metabolomics'},Comparison of Metabolomics Approaches for Evaluating the Variability of Complex Botanical Preparations: Green Tea (Camellia sinensis) as a Case Study,https://pubs.acs.org/doi/abs/10.1021/acs.jnatprod.6b01156,70.0,2017.0
